id_pagamento,id_emprestimo,data_pagamento,valor_pago,forma_pagamento
679,348,2023-06-17,8583.04,Pix
680,655,2024-05-06,311.63,Boleto
681,876,2024-08-20,7961.85,Pix
682,1733,2024-02-01,6760.24,Pix
683,473,2023-10-28,5438.13,Boleto
684,245,2023-09-04,6322.71,Boleto
685,2288,2023-11-21,9738.19,DOC
686,1389,2024-02-14,7936.7,Pix
687,287,2024-05-31,7268.45,DOC
688,1549,2023-11-08,3568.0,TED
689,1532,2024-10-01,4758.63,TED
690,1291,2025-02-02,1377.0,Pix
691,1194,2023-08-08,6178.31,TED
692,68,2024-10-10,6673.67,TED
693,43,2024-08-21,6796.59,TED
694,376,2023-06-29,5513.37,DOC
695,295,2024-09-11,4721.82,Pix
696,1555,2023-10-21,9518.5,Pix
697,179,2023-09-21,2352.28,Pix
698,1587,2025-05-24,4273.1,DOC
699,1697,2024-10-03,9617.88,DOC
700,1430,2024-01-22,6827.09,TED
701,2123,2024-02-26,799.28,DOC
702,2203,2024-11-25,5612.36,DOC
703,67,2025-03-04,3529.79,TED
704,1425,2024-08-20,6649.87,DOC
705,1808,2023-11-14,2989.06,Pix
706,1388,2023-11-18,7339.03,DOC
707,759,2023-10-20,8649.86,TED
708,1303,2025-04-03,5518.79,Boleto
709,1444,2023-11-14,316.42,TED
710,1357,2024-05-22,1630.33,TED
711,231,2024-11-14,2165.06,Pix
712,1321,2024-02-07,9224.07,Boleto
713,1277,2024-01-10,1655.83,Boleto
714,424,2025-02-24,114.76,TED
715,842,2024-04-15,5172.5,DOC
716,626,2024-11-15,6875.55,TED
717,642,2023-08-09,7883.41,Pix
718,1188,2023-12-20,927.4,Boleto
719,2051,2024-04-23,9260.72,DOC
720,2240,2024-10-18,8981.59,DOC
721,1201,2023-12-20,8246.78,Pix
722,284,2025-01-05,3923.76,Pix
723,919,2023-12-25,690.31,Boleto
724,1541,2024-03-26,1227.5,DOC
725,1299,2024-02-15,9873.07,TED
726,2467,2023-11-20,1448.54,Pix
727,886,2024-03-26,4644.39,Pix
728,740,2023-07-26,161.65,Boleto
729,316,2024-07-20,2254.21,Pix
730,1683,2023-10-24,182.06,TED
731,1281,2024-03-27,7945.73,Pix
732,288,2023-12-26,612.08,Pix
733,934,2023-06-24,2625.33,DOC
734,948,2024-03-17,3466.71,Pix
735,1932,2024-06-11,5345.92,Boleto
736,365,2023-10-05,4731.98,TED
737,547,2024-12-09,7809.1,TED
738,2241,2024-09-11,8578.1,TED
739,291,2024-01-12,914.94,Pix
740,1477,2023-07-20,9505.69,TED
741,2262,2024-08-12,863.69,DOC
742,2373,2024-11-02,9765.36,Pix
743,2436,2025-02-24,1796.57,Boleto
744,444,2023-10-24,4398.47,Pix
745,1255,2024-11-16,6075.14,DOC
746,219,2024-03-01,5497.53,Boleto
747,1791,2024-05-20,6664.69,DOC
748,1428,2024-05-03,5968.3,Pix
749,682,2023-08-21,6053.91,Boleto
750,347,2024-05-26,3196.81,TED
751,7,2023-12-07,1827.5,DOC
752,128,2024-01-30,9210.67,DOC
753,1436,2024-09-08,5793.04,Boleto
754,1859,2023-07-07,3061.87,Boleto
755,2333,2024-03-15,3091.61,TED
756,831,2023-08-08,1901.82,Boleto
757,1603,2023-12-29,6825.08,Pix
758,902,2024-12-04,7624.9,Pix
759,697,2023-06-23,7109.29,Pix
760,757,2025-01-23,2471.65,DOC
761,1713,2023-09-17,7911.42,Boleto
762,994,2024-06-22,9351.51,TED
763,2038,2024-11-19,1873.8,Boleto
764,1824,2024-03-24,4480.25,DOC
765,532,2025-05-10,3329.11,Pix
766,837,2023-11-29,3028.87,TED
767,2309,2024-03-25,2200.75,TED
768,1552,2025-02-02,4602.28,DOC
769,1406,2024-09-24,8423.85,Boleto
770,2041,2024-09-20,489.71,DOC
771,1915,2024-12-02,4324.36,DOC
772,1723,2024-05-19,4383.93,Boleto
773,161,2025-03-02,4505.18,Boleto
774,2259,2024-06-25,5846.45,TED
775,664,2024-05-10,5037.94,Pix
776,2468,2025-03-18,3297.41,TED
777,606,2025-03-29,3092.49,Boleto
778,1398,2024-04-16,3391.82,TED
779,197,2024-08-11,5741.94,DOC
780,1611,2023-12-28,7201.26,DOC
781,2498,2023-06-24,795.05,DOC
782,2498,2024-04-18,839.28,Boleto
783,2297,2024-05-14,8963.88,Boleto
784,776,2023-08-14,6824.36,Pix
785,2056,2024-09-23,9310.85,DOC
786,1242,2025-02-22,6367.8,Pix
787,2328,2024-08-07,1148.02,DOC
788,77,2025-04-01,1994.28,DOC
789,1204,2025-01-13,1947.26,DOC
790,1260,2023-07-10,6749.42,Pix
791,1485,2024-06-04,8016.34,Pix
792,2231,2025-02-16,5325.69,Pix
793,2357,2023-06-09,6773.33,TED
794,561,2023-09-27,7924.28,TED
795,1778,2024-04-19,9927.46,Boleto
796,1923,2023-06-21,7937.73,Boleto
797,2120,2023-08-20,6588.33,Boleto
798,2272,2024-07-02,7565.72,Pix
799,655,2023-06-17,5151.35,TED
800,2002,2023-08-30,5751.2,TED
801,718,2025-01-19,2055.0,Boleto
802,117,2024-01-26,6012.41,DOC
803,243,2023-08-15,1876.38,Boleto
804,1973,2023-07-25,5013.86,Pix
805,527,2025-01-12,3819.92,DOC
806,2376,2025-02-06,5187.36,DOC
807,1067,2023-07-17,9308.22,Pix
808,698,2024-01-03,7968.22,DOC
809,2195,2023-09-26,6679.87,Pix
810,689,2024-12-10,8687.32,Boleto
811,1153,2024-12-12,9084.45,Pix
812,1509,2025-04-08,2903.52,Boleto
813,1324,2024-07-13,2387.17,Boleto
814,82,2024-03-12,936.44,TED
815,514,2025-02-16,1890.32,DOC
816,1526,2023-11-29,2632.12,Boleto
817,742,2024-06-02,3919.01,Boleto
818,1120,2024-02-10,6476.4,DOC
819,2225,2024-02-06,1560.39,Boleto
820,1995,2024-10-20,5745.76,TED
821,270,2023-12-14,382.7,Pix
822,517,2024-12-27,5957.54,Boleto
823,20,2025-02-06,2913.39,DOC
824,1135,2024-09-07,4471.19,Boleto
825,768,2023-12-09,1662.36,Boleto
826,89,2024-06-24,378.45,Boleto
827,1000,2023-08-25,380.35,Boleto
828,2395,2024-01-13,1044.58,Pix
829,1736,2023-12-16,6625.2,TED
830,2459,2025-03-11,4774.16,Pix
831,992,2024-10-08,3848.32,Pix
832,1564,2023-06-12,8914.99,Boleto
833,1403,2023-11-12,3162.76,TED
834,274,2023-12-27,8072.24,Boleto
835,261,2024-02-21,2091.36,DOC
836,2126,2024-11-11,5884.25,Pix
837,1589,2023-09-20,9240.48,Boleto
838,355,2023-12-16,8405.03,Boleto
839,1349,2024-12-23,7250.61,Pix
840,2427,2024-10-30,7850.07,DOC
841,1867,2024-12-17,8576.24,TED
842,1139,2025-04-28,8450.55,TED
843,445,2025-02-17,9897.82,Pix
844,1361,2024-04-21,1745.32,Boleto
845,716,2025-02-19,9500.51,Boleto
846,1036,2024-05-28,7536.39,Pix
847,508,2025-01-14,3035.92,Pix
848,1292,2025-03-23,6723.1,Pix
849,612,2025-05-13,1482.4,TED
850,1174,2024-09-08,8940.25,Pix
851,601,2024-11-07,5861.81,Boleto
852,1313,2023-06-04,9359.68,Pix
853,245,2024-06-15,3659.76,TED
854,2044,2023-09-26,7268.42,Boleto
855,1783,2023-06-14,5222.03,Pix
856,1887,2024-07-11,6084.51,Boleto
857,1180,2023-11-02,8073.69,Pix
858,94,2024-03-11,127.94,Pix
859,742,2024-06-19,6560.42,DOC
860,2201,2024-11-16,4344.23,Pix
861,2363,2023-12-29,1282.24,Boleto
862,2308,2025-05-30,6375.24,Boleto
863,603,2023-12-24,6110.17,Pix
864,1075,2023-08-24,9217.32,Pix
865,1799,2023-08-02,3884.73,Boleto
866,258,2023-12-08,4021.18,DOC
867,1293,2024-08-15,6704.11,DOC
868,442,2024-02-24,481.45,TED
869,89,2025-02-19,5838.86,Boleto
870,1035,2025-03-28,2275.52,TED
871,1817,2024-09-04,9153.42,TED
872,528,2023-05-31,9438.03,DOC
873,1159,2024-07-20,3095.35,Boleto
874,1115,2024-03-08,6858.85,TED
875,1725,2025-02-07,2532.04,Pix
876,1946,2023-12-09,5306.08,Pix
877,519,2023-09-21,4458.65,TED
878,1924,2023-08-02,9138.19,DOC
879,1218,2024-05-04,6698.59,Boleto
880,2294,2025-05-17,8183.89,Pix
881,1836,2024-01-01,7213.73,DOC
882,1016,2023-08-04,7772.38,DOC
883,69,2024-12-09,5225.59,DOC
884,1883,2025-05-18,1491.06,Pix
885,419,2025-02-17,4476.42,Boleto
886,1518,2023-09-08,6507.13,DOC
887,267,2024-09-29,4050.94,DOC
888,465,2024-02-18,9316.96,Pix
889,403,2023-09-07,2157.47,TED
890,1709,2024-09-23,7924.62,TED
891,1368,2024-01-30,2746.15,Pix
892,236,2023-11-21,9259.59,Pix
893,2427,2025-02-21,8628.0,TED
894,112,2024-12-29,503.96,Pix
895,2036,2025-04-01,366.42,DOC
896,2064,2024-04-28,3975.55,Boleto
897,732,2023-09-30,4199.98,Pix
898,369,2024-09-18,2819.7,Boleto
899,1961,2023-10-31,3259.47,Pix
900,385,2024-07-29,1003.88,Boleto
901,1780,2023-10-09,1035.77,Pix
902,2031,2023-07-03,5414.21,DOC
903,266,2024-06-10,1063.7,TED
904,675,2023-08-07,301.92,Pix
905,746,2024-06-14,9818.34,DOC
906,293,2025-02-27,4000.94,Boleto
907,561,2025-05-04,2450.35,Pix
908,1387,2024-06-02,4017.71,DOC
909,1282,2024-11-12,512.13,Boleto
910,714,2025-02-27,862.88,TED
911,1012,2025-05-03,1686.76,TED
912,1708,2025-05-19,4922.5,Boleto
913,549,2024-04-05,8847.36,DOC
914,340,2023-12-27,6479.2,Pix
915,77,2023-06-28,5183.87,Boleto
916,2153,2024-10-15,5276.47,TED
917,641,2024-03-16,9451.86,Boleto
918,1507,2025-05-24,1022.35,DOC
919,1620,2025-05-17,4705.83,DOC
920,1896,2024-10-26,1776.29,DOC
921,35,2025-04-08,8110.32,Boleto
922,1701,2025-04-25,730.34,Boleto
923,933,2023-06-20,9454.66,Boleto
924,476,2023-12-12,8528.08,DOC
925,1070,2025-02-07,2142.55,Pix
926,582,2024-03-05,9438.47,Pix
927,580,2024-05-21,5010.49,Boleto
928,1484,2024-11-18,302.87,DOC
929,543,2023-08-13,3322.06,TED
930,2007,2025-03-28,8056.59,TED
931,1182,2024-12-16,629.59,TED
932,1883,2024-01-02,5426.28,Boleto
933,54,2023-08-17,9172.04,DOC
934,249,2023-06-18,7612.57,Boleto
935,1261,2024-08-14,9346.25,Boleto
936,1502,2025-02-01,1412.23,Pix
937,1605,2025-04-03,5527.65,TED
938,1545,2025-03-01,7561.81,Boleto
939,1356,2023-06-01,831.05,TED
940,896,2024-06-25,5511.92,DOC
941,1883,2024-06-20,4349.93,Pix
942,630,2024-07-05,8890.21,Boleto
943,1045,2023-08-11,8828.69,TED
944,2043,2024-08-25,7800.04,Pix
945,740,2023-09-08,7895.07,TED
946,390,2024-05-06,5283.89,DOC
947,88,2023-07-28,7308.23,Pix
948,1166,2024-10-21,6817.01,TED
949,59,2024-03-12,920.4,TED
950,535,2024-09-06,7894.14,Boleto
951,693,2023-12-12,3275.5,Pix
952,2039,2025-03-18,4405.63,Boleto
953,783,2024-06-27,7235.09,DOC
954,1569,2024-07-05,8655.6,Pix
955,1691,2023-10-07,3828.61,TED
956,2317,2023-11-06,5072.67,Boleto
957,130,2024-10-03,8721.84,TED
958,174,2024-03-08,3969.64,Pix
959,465,2024-04-27,7667.53,Pix
960,1854,2023-08-28,4246.09,Boleto
961,1788,2024-10-04,124.47,Pix
962,1414,2025-05-16,5808.56,DOC
963,1358,2023-10-19,6054.4,TED
964,1185,2024-07-04,2576.59,Pix
965,2383,2024-10-23,3238.29,Pix
966,535,2025-04-26,2964.43,Pix
967,626,2024-03-02,5615.44,Boleto
968,2376,2024-07-15,9170.56,Boleto
969,193,2024-05-13,4990.91,TED
970,2289,2024-03-24,2293.0,DOC
971,1389,2024-10-10,4971.97,Boleto
972,1567,2024-11-12,2287.36,Pix
973,1621,2024-01-07,8353.04,Boleto
974,1462,2024-08-12,737.0,Pix
975,505,2024-04-11,143.54,DOC
976,1088,2024-08-05,6146.1,Pix
977,2250,2025-04-26,3959.24,DOC
978,1573,2024-08-13,3635.72,Boleto
979,1017,2025-04-12,1831.72,Boleto
980,1572,2025-02-02,6753.51,Pix
981,2450,2024-07-14,4187.67,Pix
982,611,2024-05-12,7080.54,DOC
983,2313,2025-04-28,238.48,Pix
984,1080,2023-07-01,6630.7,TED
985,2291,2024-01-03,3822.09,Boleto
986,583,2025-01-31,7631.15,DOC
987,2172,2024-12-15,7883.44,Pix
988,1951,2024-04-07,6029.31,DOC
989,454,2024-04-16,9777.47,Boleto
990,823,2023-10-11,532.74,DOC
991,798,2024-09-03,2094.01,Pix
992,2047,2024-09-30,7470.37,Boleto
993,127,2024-02-09,793.42,TED
994,1786,2024-08-30,9854.8,Pix
995,665,2024-06-02,9373.54,DOC
996,1539,2023-11-17,5530.83,Boleto
997,308,2023-06-20,6300.61,DOC
998,718,2024-08-31,7753.84,Pix
999,998,2024-02-06,6118.48,Pix
1000,950,2024-04-29,9545.82,TED
1001,971,2023-11-06,7660.68,Boleto
1002,229,2024-05-22,6911.03,Boleto
1003,1669,2024-01-19,3151.47,DOC
1004,380,2023-06-26,1629.03,DOC
1005,496,2025-04-26,7240.71,TED
1006,815,2024-07-31,1440.35,Boleto
1007,402,2024-05-24,6746.98,Pix
1008,996,2023-06-23,7769.29,Pix
1009,1160,2024-04-09,7561.84,TED
1010,554,2025-04-12,3850.41,TED
1011,2092,2025-01-30,3862.01,DOC
1012,1811,2024-10-09,8834.41,DOC
1013,784,2024-09-07,5922.39,TED
1014,798,2024-09-03,543.18,Pix
1015,439,2024-08-13,9290.2,TED
1016,1378,2023-06-08,2404.41,Pix
1017,2184,2024-08-19,9358.28,TED
1018,522,2024-05-19,8213.39,TED
1019,431,2023-11-30,9285.92,Boleto
1020,1769,2024-09-15,1612.63,Boleto
1021,2138,2023-07-08,3092.21,TED
1022,244,2025-01-28,608.07,DOC
1023,2245,2023-09-14,1300.04,Boleto
1024,614,2024-03-11,9313.69,Pix
1025,240,2023-07-09,3128.08,DOC
1026,1153,2023-08-16,1917.16,Pix
1027,193,2024-04-05,9078.03,DOC
1028,994,2025-04-14,6710.84,DOC
1029,1625,2023-07-09,7633.57,DOC
1030,899,2023-09-20,6131.0,Pix
1031,1222,2023-11-02,3808.0,TED
1032,2008,2024-11-04,2323.26,TED
1033,1106,2025-02-22,5108.41,DOC
1034,146,2023-10-18,8997.5,TED
1035,1896,2024-02-25,796.81,TED
1036,2325,2025-04-17,2876.69,Boleto
1037,815,2023-11-02,9776.01,DOC
1038,658,2023-12-03,7477.54,TED
1039,2336,2025-05-21,8296.0,TED
1040,2309,2024-09-11,1548.23,Boleto
1041,1496,2023-12-18,7083.71,DOC
1042,971,2023-07-26,1575.18,TED
1043,133,2024-11-08,1496.56,DOC
1044,882,2024-04-23,9777.33,Boleto
1045,1919,2023-09-23,6637.48,Pix
1046,502,2024-12-27,9909.45,TED
1047,291,2025-02-19,8834.45,DOC
1048,689,2024-12-14,7032.91,TED
1049,325,2023-06-15,8876.97,DOC
1050,982,2024-02-18,8719.17,DOC
1051,440,2024-12-08,1967.94,TED
1052,1330,2024-04-16,5121.97,Boleto
1053,119,2023-10-09,471.77,DOC
1054,81,2023-06-11,4965.04,TED
1055,2418,2023-08-09,2410.13,TED
1056,959,2023-06-21,9290.77,TED
1057,2444,2024-05-17,6636.96,DOC
1058,273,2023-06-25,3528.3,Pix
1059,1343,2024-04-27,5154.43,DOC
1060,2234,2024-12-29,7224.59,Pix
1061,1005,2023-09-16,4008.0,DOC
1062,726,2024-06-23,7394.54,DOC
1063,906,2023-07-05,3411.66,DOC
1064,1730,2024-04-06,1691.58,Boleto
1065,178,2024-11-19,2734.59,Boleto
1066,243,2023-08-19,1958.67,DOC
1067,1643,2023-11-07,4433.16,TED
1068,551,2024-05-11,350.41,Pix
1069,1682,2025-03-08,729.35,Boleto
1070,2393,2025-04-20,8668.48,TED
1071,1501,2024-07-16,473.74,DOC
1072,1046,2024-07-12,546.67,TED
1073,549,2024-07-19,8688.39,Boleto
1074,2096,2024-03-19,3026.44,DOC
1075,1335,2024-12-08,470.75,Pix
1076,2133,2023-08-17,9651.01,TED
1077,351,2024-11-15,3448.33,TED
1078,1710,2024-05-05,1551.33,Pix
1079,1556,2025-02-11,3162.39,TED
1080,1779,2025-01-25,3592.64,DOC
1081,714,2024-03-17,1547.23,DOC
1082,1114,2024-12-25,8235.33,Pix
1083,1293,2024-07-23,9343.24,TED
1084,2109,2023-08-08,5132.71,Pix
1085,1363,2023-07-12,231.68,DOC
1086,1356,2025-01-09,3777.61,Pix
1087,871,2024-09-16,1747.89,Pix
1088,480,2024-12-10,7372.61,TED
1089,882,2024-07-01,6461.95,Boleto
1090,909,2024-06-27,1503.83,TED
1091,359,2024-04-26,1529.28,Pix
1092,494,2024-11-17,7650.45,TED
1093,1648,2023-11-17,6159.46,Pix
1094,1442,2024-07-04,6757.42,TED
1095,2344,2023-12-22,9173.22,TED
1096,969,2024-07-13,7499.76,DOC
1097,2492,2024-09-22,7487.17,TED
1098,296,2024-08-08,7321.96,DOC
1099,951,2024-06-29,7794.54,Pix
1100,553,2024-06-10,526.98,Boleto
1101,1628,2024-05-21,6945.76,DOC
1102,421,2024-03-09,3932.31,Boleto
1103,1792,2024-02-13,6646.65,Boleto
1104,872,2024-06-12,6301.67,Boleto
1105,1106,2025-02-09,9541.98,DOC
1106,1819,2023-06-02,4025.24,DOC
1107,1143,2024-09-19,7414.55,Pix
1108,1089,2024-09-06,5358.25,DOC
1109,2334,2024-08-12,3622.58,TED
1110,78,2024-09-01,7305.96,TED
1111,1468,2023-08-15,8878.74,Boleto
1112,1366,2024-03-15,7184.03,Boleto
1113,1034,2023-11-13,6544.49,TED
1114,2367,2023-11-08,7489.3,Pix
1115,161,2024-05-16,7417.71,Boleto
1116,1207,2023-12-19,1210.85,Pix
1117,62,2025-04-10,8627.92,Pix
1118,1723,2023-07-30,4488.22,Boleto
1119,321,2023-11-06,3642.5,Boleto
1120,2119,2023-10-25,1317.09,DOC
1121,927,2023-06-11,1557.81,TED
1122,22,2023-09-09,3027.38,Pix
1123,139,2025-02-19,6151.83,Boleto
1124,273,2024-03-01,1202.11,Pix
1125,2007,2023-11-02,9601.27,TED
1126,1501,2024-02-10,112.35,Boleto
1127,535,2023-11-11,7190.31,DOC
1128,497,2024-03-26,5496.96,Pix
1129,881,2024-09-15,9494.6,Pix
1130,119,2025-03-16,7255.89,TED
1131,1461,2023-10-29,7891.36,Pix
1132,166,2023-07-23,1633.43,DOC
1133,73,2024-07-10,331.53,Boleto
1134,2441,2024-04-10,9562.93,TED
1135,796,2024-04-29,3904.07,TED
1136,32,2025-01-03,3792.59,DOC
1137,1630,2023-10-08,6053.52,Boleto
1138,1320,2025-02-18,6240.59,DOC
1139,2044,2024-10-20,6942.03,Boleto
1140,2141,2024-06-26,7980.8,Pix
1141,890,2024-10-28,3786.13,DOC
1142,1715,2024-11-07,7686.04,Pix
1143,2441,2023-07-23,8482.76,TED
1144,1410,2024-11-23,886.69,Boleto
1145,2123,2023-11-24,7677.67,Pix
1146,1784,2025-02-11,707.0,DOC
1147,558,2024-08-29,6179.8,Pix
1148,2030,2023-12-09,794.49,DOC
1149,115,2025-05-07,4717.22,DOC
1150,1486,2023-12-09,9536.75,Boleto
1151,2488,2023-09-21,8673.3,Pix
1152,1597,2024-02-17,3747.72,DOC
1153,1891,2024-06-10,4719.38,Pix
1154,1695,2024-11-19,3973.16,TED
1155,923,2023-09-01,7374.58,Pix
1156,584,2024-03-05,6519.03,TED
1157,1494,2024-01-07,5264.8,DOC
1158,1506,2023-07-01,4776.36,DOC
1159,390,2025-05-12,1717.52,DOC
1160,1266,2023-06-22,8087.18,TED
1161,41,2024-01-28,3458.21,TED
1162,515,2024-12-04,2739.72,DOC
1163,1889,2023-09-02,6948.4,DOC
1164,2209,2024-08-07,1153.37,DOC
1165,1679,2023-09-29,9052.57,Pix
1166,1849,2024-09-05,5034.0,DOC
1167,2341,2024-09-27,3794.47,Pix
1168,534,2023-06-01,2547.32,DOC
1169,1511,2025-02-16,4515.58,Pix
1170,64,2023-08-26,2098.14,TED
1171,1223,2024-06-13,6495.25,DOC
1172,708,2023-08-17,7446.2,DOC
1173,1786,2024-11-25,3346.35,Pix
1174,939,2025-04-22,2151.35,Boleto
1175,1471,2024-01-03,9821.37,Pix
1176,2185,2024-03-02,4536.22,Pix
1177,47,2023-06-29,8238.81,Pix
1178,1273,2023-08-20,8695.98,Pix
1179,1455,2024-05-28,353.15,Pix
1180,2499,2023-10-03,5984.03,TED
1181,1407,2024-03-31,4244.93,Boleto
1182,2193,2024-07-09,2217.68,Boleto
1183,540,2024-09-04,6213.55,TED
1184,805,2024-01-16,4537.06,Boleto
1185,423,2024-08-14,7246.28,DOC
1186,1588,2024-11-18,1106.6,Pix
1187,653,2024-05-10,4232.35,Boleto
1188,364,2024-02-06,9955.0,Boleto
1189,294,2024-03-30,6450.8,Pix
1190,723,2023-12-01,6576.37,DOC
1191,575,2024-01-01,5006.03,Boleto
1192,780,2024-03-03,9851.86,Boleto
1193,659,2023-09-21,4370.94,DOC
1194,1683,2025-02-05,8846.25,Pix
1195,1421,2023-06-24,1445.44,DOC
1196,1013,2023-06-11,6044.03,DOC
1197,77,2025-01-20,8627.94,Pix
1198,32,2023-08-07,9063.21,DOC
1199,879,2025-04-09,194.84,DOC
1200,2177,2024-07-22,3590.6,Pix
1201,448,2025-04-24,1457.04,TED
1202,671,2024-09-18,5513.22,DOC
1203,1846,2024-11-20,9984.69,Boleto
1204,791,2024-04-29,8390.64,DOC
1205,1327,2024-02-09,3624.87,Pix
1206,638,2025-05-27,8528.5,Pix
1207,938,2024-01-28,565.61,DOC
1208,1116,2025-04-10,5052.22,TED
1209,2322,2023-12-31,5044.45,Boleto
1210,1943,2024-03-05,9778.64,Pix
1211,934,2024-03-13,1413.1,DOC
1212,576,2024-07-19,252.44,DOC
1213,1510,2025-01-03,1491.93,Boleto
1214,554,2024-07-13,1761.5,Pix
1215,215,2025-02-09,6351.65,DOC
1216,2000,2023-06-20,2275.04,DOC
1217,726,2023-07-09,9178.85,Pix
1218,1232,2023-12-12,8839.38,DOC
1219,1326,2024-06-09,9293.11,Pix
1220,164,2024-02-26,9247.19,DOC
1221,1441,2024-04-08,6310.7,Pix
1222,320,2025-05-05,2587.69,Pix
1223,1565,2024-06-07,9649.34,DOC
1224,617,2024-02-08,535.24,DOC
1225,1368,2024-02-24,1269.03,DOC
1226,603,2023-12-21,6687.18,Boleto
1227,631,2025-01-30,6679.48,Pix
1228,1140,2024-01-24,4282.45,Pix
1229,1686,2025-01-27,5127.29,TED
1230,1526,2025-05-16,7698.83,Boleto
1231,1630,2024-06-22,6464.19,Boleto
1232,1277,2023-07-20,4689.57,DOC
1233,313,2025-03-16,1725.18,TED
1234,1831,2024-06-24,302.43,DOC
1235,784,2025-02-13,7762.09,Boleto
1236,184,2025-04-11,8993.48,Pix
1237,1991,2024-02-25,6016.93,Pix
1238,1542,2024-02-06,6270.42,DOC
1239,1678,2023-08-21,3458.14,DOC
1240,1889,2023-07-23,3287.59,Boleto
1241,1872,2024-06-01,2242.62,Pix
1242,2252,2024-05-17,6009.32,Pix
1243,996,2024-06-28,7054.48,Boleto
1244,1148,2023-07-22,9540.08,Pix
1245,716,2025-02-04,8896.46,Boleto
1246,59,2024-05-29,9791.68,TED
1247,901,2023-12-14,3155.05,Pix
1248,1915,2025-01-15,1648.72,Boleto
1249,1322,2024-04-30,5693.38,Boleto
1250,1391,2023-09-02,9026.57,Boleto
1251,1263,2024-03-04,3107.38,Boleto
1252,365,2024-02-23,1188.91,DOC
1253,917,2024-07-08,1023.01,Boleto
1254,618,2024-07-14,6745.63,Boleto
1255,229,2025-04-19,5688.92,TED
1256,2073,2023-10-17,4975.71,Pix
1257,62,2024-12-13,6691.96,TED
1258,2074,2024-03-21,8956.79,DOC
1259,2119,2023-09-26,4023.79,Pix
1260,1217,2023-07-24,1610.77,TED
1261,188,2024-02-18,6175.16,Pix
1262,1370,2024-12-06,6252.69,TED
1263,602,2023-08-06,3713.7,Pix
1264,32,2024-05-09,7568.51,TED
1265,452,2024-04-10,2972.04,Pix
1266,1863,2024-03-30,784.05,DOC
1267,644,2024-03-08,2410.14,DOC
1268,98,2024-06-19,7432.8,Pix
1269,1452,2023-11-03,5678.0,Boleto
1270,274,2025-05-11,2406.69,TED
1271,865,2024-02-10,4427.57,Pix
1272,342,2023-07-21,7776.29,Pix
1273,748,2023-08-30,2972.2,Pix
1274,317,2025-05-15,182.93,Pix
1275,768,2024-04-12,1595.2,DOC
1276,593,2024-04-27,823.25,DOC
1277,2419,2023-07-21,8019.05,Pix
1278,605,2025-03-15,6449.03,Pix
1279,801,2023-08-08,8156.39,TED
1280,374,2025-01-14,6665.93,TED
1281,662,2023-07-05,9539.15,TED
1282,159,2025-05-28,2322.55,Boleto
1283,6,2024-03-30,8548.32,DOC
1284,34,2024-07-02,4126.07,Boleto
1285,1243,2025-05-24,5235.04,Boleto
1286,428,2024-07-18,7991.28,DOC
1287,788,2024-09-16,1520.47,Pix
1288,857,2024-03-21,7689.48,DOC
1289,2013,2024-05-16,6151.67,Boleto
1290,2427,2023-09-06,1039.49,Boleto
1291,2097,2025-01-23,7448.14,Pix
1292,1132,2024-02-29,8039.84,Pix
1293,1449,2023-09-07,8633.62,DOC
1294,441,2024-01-11,4982.04,TED
1295,2384,2024-05-13,5805.39,DOC
1296,356,2023-12-10,3435.27,TED
1297,1944,2023-09-07,1203.68,Pix
1298,1144,2024-05-18,1821.49,Boleto
1299,1353,2023-06-10,3529.15,Boleto
1300,1966,2023-11-05,6994.76,Pix
1301,953,2025-05-11,4151.69,TED
1302,1880,2024-07-26,9802.02,TED
1303,1392,2025-04-21,7673.69,Pix
1304,1497,2024-02-02,4774.19,DOC
1305,304,2025-02-09,6418.83,TED
1306,1530,2024-12-17,7870.44,TED
1307,1889,2024-02-06,2022.46,TED
1308,262,2024-02-22,8396.3,TED
1309,1944,2025-01-26,8727.17,Pix
1310,2397,2024-05-15,5507.23,Pix
1311,473,2025-02-23,3172.32,Boleto
1312,2050,2024-01-13,2957.28,Boleto
1313,1978,2024-12-27,6188.44,TED
1314,915,2024-02-19,4192.84,Boleto
1315,2190,2024-02-01,8887.17,TED
1316,2482,2023-10-09,8946.27,TED
1317,461,2023-06-12,538.45,TED
1318,2132,2025-01-11,2315.15,DOC
1319,1714,2023-09-25,6811.07,DOC
1320,1328,2023-11-17,5218.64,Pix
1321,790,2023-08-29,6680.39,Pix
1322,193,2024-12-13,5766.55,Pix
1323,975,2024-09-02,849.19,Pix
1324,2185,2025-03-11,5379.64,TED
1325,2151,2024-03-19,7773.89,Pix
1326,572,2024-05-01,7452.13,Pix
1327,1052,2024-05-01,8937.93,Boleto
1328,1880,2024-04-06,2558.56,TED
1329,1230,2023-10-27,4237.91,Boleto
1330,808,2024-02-09,1816.25,DOC
1331,1168,2023-07-30,1790.56,TED
1332,108,2024-07-05,4688.57,DOC
1333,199,2023-11-17,3874.53,Boleto
1334,1752,2025-05-29,5068.82,Boleto
1335,890,2023-10-24,9069.18,Boleto
1336,1707,2023-11-06,1150.31,Boleto
1337,2312,2023-07-08,4096.81,TED
1338,1532,2023-06-12,7758.05,Pix
1339,361,2024-03-21,2745.65,Boleto
1340,1061,2024-07-25,8664.1,Pix
1341,1452,2024-10-30,7830.38,DOC
1342,2252,2025-05-05,2869.48,Pix
1343,1756,2024-07-26,965.27,DOC
